3,3,dl_110085_h1,3.4,440.0
3,4,dl_110085_h1,1.5,362.5
3,5,dl_110085_h1,0.4,320.0
3,6,dl_110085_h1,1.4,360.0
3,7,dl_110085_h1,1.2,355.0
3,8,dl_110085_h1,0.9,345.0
3,9,dl_110085_h1,0.1,305.0
3,10,dl_110085_h1,0.1,305.0
3,11,dl_110085_h1,3.1,410.0
3,12,dl_110085_h1,2.3,382.5
3,13,dl_110085_h1,2.1,377.5
3,14,dl_110085_h1,2.8,395.0
3,15,dl_110085_h1,3.9,490.0
3,16,dl_110085_h1,2.8,395.0
3,17,dl_110085_h1,1.0,350.0
3,18,dl_110085_h1,0.7,335.0
3,19,dl_110085_h1,1.5,362.5
3,20,dl_110085_h1,4.0,500
3,21,dl_110085_h1,2.3,382.5
3,22,dl_110085_h1,2.6,390.0
3,23,dl_110085_h1,1.3,357.5
3,24,dl_110085_h1,1.4,360.0
4,1,dl_110085_h1,1.9,372.5
4,2,dl_110085_h1,2.0,375.0
4,3,dl_110085_h1,0.4,320.0
4,4,dl_110085_h1,3.9,490.0
4,5,dl_110085_h1,3.0,400.0
4,6,dl_110085_h1,0.3,315.0
4,7,dl_110085_h1,1.9,372.5
4,8,dl_110085_h1,0.6,330.0
4,9,dl_110085_h1,3.6,460.0
4,10,dl_110085_h1,0.8,340.0
4,11,dl_110085_h1,1.6,365.0
4,12,dl_110085_h1,1.9,372.5
4,13,dl_110085_h1,3.6,460.0
4,14,dl_110085_h1,1.7,367.5
4,15,dl_110085_h1,2.9,397.5
4,16,dl_110085_h1,2.3,382.5
4,17,dl_110085_h1,1.9,372.5
4,18,dl_110085_h1,2.2,380.0
4,19,dl_110085_h1,0.9,345.0
4,20,dl_110085_h1,2.3,382.5
4,21,dl_110085_h1,0.1,305.0
4,22,dl_110085_h1,1.5,362.5
4,23,dl_110085_h1,1.9,372.5
4,24,dl_110085_h1,2.7,392.5
5,1,dl_110085_h1,1.6,365.0
5,2,dl_110085_h1,1.8,370.0
5,3,dl_110085_h1,0.5,325.0
5,4,dl_110085_h1,0.9,345.0
5,5,dl_110085_h1,1.0,350.0
5,6,dl_110085_h1,1.9,372.5
5,7,dl_110085_h1,4.0,500
5,8,dl_110085_h1,1.5,362.5
5,9,dl_110085_h1,0.7,335.0
5,10,dl_110085_h1,1.3,357.5
5,11,dl_110085_h1,3.0,400.0
5,12,dl_110085_h1,1.8,370.0
5,13,dl_110085_h1,1.1,352.5
5,14,dl_110085_h1,1.9,372.5
5,15,dl_110085_h1,0.9,345.0
5,16,dl_110085_h1,3.5,450.0
5,17,dl_110085_h1,2.9,397.5
5,18,dl_110085_h1,0.8,340.0
5,19,dl_110085_h1,3.0,400.0
5,20,dl_110085_h1,3.8,480.0
5,21,dl_110085_h1,2.4,385.0
5,22,dl_110085_h1,0.8,340.0
5,23,dl_110085_h1,0.4,320.0
5,24,dl_110085_h1,1.2,355.0
6,1,dl_110085_h1,3.5,450.0
6,2,dl_110085_h1,0.7,335.0
6,3,dl_110085_h1,1.3,357.5
6,4,dl_110085_h1,0.5,325.0
6,5,dl_110085_h1,0.8,340.0
6,6,dl_110085_h1,3.3,430.0
6,7,dl_110085_h1,2.9,397.5
6,8,dl_110085_h1,3.8,480.0
6,9,dl_110085_h1,2.1,377.5
6,10,dl_110085_h1,2.7,392.5
6,11,dl_110085_h1,2.7,392.5
6,12,dl_110085_h1,1.1,352.5
6,13,dl_110085_h1,3.7,470.0
6,14,dl_110085_h1,2.3,382.5
6,15,dl_110085_h1,2.2,380.0
6,16,dl_110085_h1,0.9,345.0
6,17,dl_110085_h1,0.1,305.0
6,18,dl_110085_h1,0.2,310.0
6,19,dl_110085_h1,1.1,352.5
6,20,dl_110085_h1,3.0,400.0
6,21,dl_110085_h1,1.7,367.5
6,22,dl_110085_h1,3.6,460.0
6,23,dl_110085_h1,1.3,357.5
6,24,dl_110085_h1,3.0,400.0
7,1,dl_110085_h1,0.5,325.0
7,2,dl_110085_h1,0.1,305.0
7,3,dl_110085_h1,2.5,387.5
7,4,dl_110085_h1,0.4,320.0
7,5,dl_110085_h1,0.6,330.0
7,6,dl_110085_h1,3.3,430.0
7,7,dl_110085_h1,0.5,325.0
7,8,dl_110085_h1,3.1,410.0
7,9,dl_110085_h1,1.6,365.0
7,10,dl_110085_h1,0.2,310.0
7,11,dl_110085_h1,3.3,430.0
7,12,dl_110085_h1,1.9,372.5
7,13,dl_110085_h1,2.7,392.5
7,14,dl_110085_h1,1.1,352.5
7,15,dl_110085_h1,3.8,480.0
7,16,dl_110085_h1,1.9,372.5
7,17,dl_110085_h1,0.1,305.0
7,18,dl_110085_h1,2.1,377.5
7,19,dl_110085_h1,3.5,450.0
7,20,dl_110085_h1,0.8,340.0
7,21,dl_110085_h1,3.6,460.0
7,22,dl_110085_h1,1.6,365.0
7,23,dl_110085_h1,2.5,387.5
7,24,dl_110085_h1,0.7,335.0
8,1,dl_110085_h1,1.3,357.5
8,2,dl_110085_h1,0.5,325.0
8,3,dl_110085_h1,2.4,385.0
8,4,dl_110085_h1,0.5,325.0
8,5,dl_110085_h1,1.3,357.5
8,6,dl_110085_h1,1.8,370.0
8,7,dl_110085_h1,0.8,340.0
8,8,dl_110085_h1,3.6,460.0
8,9,dl_110085_h1,0.6,330.0
8,10,dl_110085_h1,1.2,355.0
8,11,dl_110085_h1,3.9,490.0
8,12,dl_110085_h1,0.3,315.0
8,13,dl_110085_h1,2.2,380.0
8,14,dl_110085_h1,0.6,330.0
8,15,dl_110085_h1,0.4,320.0
8,16,dl_110085_h1,3.1,410.0
8,17,dl_110085_h1,2.3,382.5
8,18,dl_110085_h1,3.9,490.0
8,19,dl_110085_h1,0.4,320.0
8,20,dl_110085_h1,2.6,390.0
8,21,dl_110085_h1,1.7,367.5
8,22,dl_110085_h1,3.0,400.0
8,23,dl_110085_h1,1.7,367.5
8,24,dl_110085_h1,0.7,335.0
9,1,dl_110085_h1,3.0,400.0
9,2,dl_110085_h1,3.6,460.0
9,3,dl_110085_h1,1.5,362.5
9,4,dl_110085_h1,3.2,420.0
9,5,dl_110085_h1,4.0,500
9,6,dl_110085_h1,0.1,305.0
9,7,dl_110085_h1,3.0,400.0
9,8,dl_110085_h1,0.3,315.0
9,9,dl_110085_h1,2.6,390.0
9,10,dl_110085_h1,0.3,315.0
9,11,dl_110085_h1,2.3,382.5
9,12,dl_110085_h1,1.6,365.0
9,13,dl_110085_h1,0.1,305.0
9,14,dl_110085_h1,3.3,430.0
9,15,dl_110085_h1,2.1,377.5
9,16,dl_110085_h1,0.4,320.0
9,17,dl_110085_h1,0.6,330.0
9,18,dl_110085_h1,1.5,362.5
9,19,dl_110085_h1,0.3,315.0
9,20,dl_110085_h1,3.4,440.0
9,21,dl_110085_h1,1.1,352.5
9,22,dl_110085_h1,1.0,350.0
9,23,dl_110085_h1,3.6,460.0
9,24,dl_110085_h1,0.1,305.0
10,1,dl_110085_h1,1.2,355.0
10,2,dl_110085_h1,1.6,365.0
10,3,dl_110085_h1,2.0,375.0
10,4,dl_110085_h1,1.6,365.0
10,5,dl_110085_h1,1.2,355.0
10,6,dl_110085_h1,3.0,400.0
10,7,dl_110085_h1,1.4,360.0
10,8,dl_110085_h1,1.5,362.5
10,9,dl_110085_h1,3.5,450.0
10,10,dl_110085_h1,0.1,305.0
10,11,dl_110085_h1,1.9,372.5
10,12,dl_110085_h1,0.5,325.0
10,13,dl_110085_h1,2.0,375.0
10,14,dl_110085_h1,1.0,350.0
10,15,dl_110085_h1,2.6,390.0
10,16,dl_110085_h1,2.4,385.0
10,17,dl_110085_h1,0.4,320.0
10,18,dl_110085_h1,0.9,345.0
10,19,dl_110085_h1,3.6,460.0
10,20,dl_110085_h1,2.5,387.5
10,21,dl_110085_h1,0.4,320.0
10,22,dl_110085_h1,0.1,305.0
10,23,dl_110085_h1,3.4,440.0
10,24,dl_110085_h1,1.5,362.5
11,1,dl_110085_h1,1.0,350.0
11,2,dl_110085_h1,3.0,400.0
11,3,dl_110085_h1,2.0,375.0
11,4,dl_110085_h1,3.2,420.0
11,5,dl_110085_h1,3.2,420.0
11,6,dl_110085_h1,2.6,390.0
11,7,dl_110085_h1,1.5,362.5
11,8,dl_110085_h1,3.9,490.0
11,9,dl_110085_h1,1.6,365.0
11,10,dl_110085_h1,1.5,362.5
11,11,dl_110085_h1,0.7,335.0
11,12,dl_110085_h1,0.9,345.0
11,13,dl_110085_h1,1.2,355.0
11,14,dl_110085_h1,1.0,350.0
11,15,dl_110085_h1,3.8,480.0
11,16,dl_110085_h1,0.1,305.0
11,17,dl_110085_h1,1.5,362.5
11,18,dl_110085_h1,3.7,470.0
11,19,dl_110085_h1,2.2,380.0
11,20,dl_110085_h1,3.5,450.0
11,21,dl_110085_h1,1.8,370.0
11,22,dl_110085_h1,1.4,360.0
11,23,dl_110085_h1,3.4,440.0
11,24,dl_110085_h1,3.2,420.0
12,1,dl_110085_h1,0.4,320.0
12,2,dl_110085_h1,1.0,350.0
12,3,dl_110085_h1,3.6,460.0
12,4,dl_110085_h1,1.0,350.0
12,5,dl_110085_h1,0.1,305.0
12,6,dl_110085_h1,3.2,420.0
12,7,dl_110085_h1,1.1,352.5
12,8,dl_110085_h1,3.2,420.0
12,9,dl_110085_h1,3.9,490.0
12,10,dl_110085_h1,3.8,480.0
12,11,dl_110085_h1,3.5,450.0
12,12,dl_110085_h1,0.2,310.0
12,13,dl_110085_h1,3.8,480.0
12,14,dl_110085_h1,1.9,372.5
12,15,dl_110085_h1,1.8,370.0
12,16,dl_110085_h1,3.9,490.0
12,17,dl_110085_h1,2.5,387.5
12,18,dl_110085_h1,3.2,420.0
12,19,dl_110085_h1,4.0,500
12,20,dl_110085_h1,1.1,352.5
12,21,dl_110085_h1,3.7,470.0
12,22,dl_110085_h1,4.0,500
12,23,dl_110085_h1,2.8,395.0
12,24,dl_110085_h1,1.4,360.0
13,1,dl_110085_h1,3.7,470.0
13,2,dl_110085_h1,3.0,400.0
13,3,dl_110085_h1,0.7,335.0
13,4,dl_110085_h1,0.2,310.0
13,5,dl_110085_h1,3.2,420.0
13,6,dl_110085_h1,2.1,377.5
13,7,dl_110085_h1,1.4,360.0
13,8,dl_110085_h1,1.2,355.0
13,9,dl_110085_h1,2.8,395.0
13,10,dl_110085_h1,1.7,367.5
13,11,dl_110085_h1,3.0,400.0
13,12,dl_110085_h1,1.3,357.5
13,13,dl_110085_h1,2.9,397.5
13,14,dl_110085_h1,1.8,370.0
13,15,dl_110085_h1,3.3,430.0
13,16,dl_110085_h1,0.1,305.0
13,17,dl_110085_h1,0.1,305.0
13,18,dl_110085_h1,2.0,375.0
13,19,dl_110085_h1,0.8,340.0
13,20,dl_110085_h1,0.2,310.0
13,21,dl_110085_h1,2.5,387.5
13,22,dl_110085_h1,2.8,395.0
13,23,dl_110085_h1,3.2,420.0
13,24,dl_110085_h1,2.7,392.5
14,1,dl_110085_h1,3.3,430.0
14,2,dl_110085_h1,2.1,377.5
14,3,dl_110085_h1,2.8,395.0
14,4,dl_110085_h1,1.2,355.0
14,5,dl_110085_h1,2.0,375.0
14,6,dl_110085_h1,0.1,305.0
14,7,dl_110085_h1,3.0,400.0
14,8,dl_110085_h1,2.4,385.0
14,9,dl_110085_h1,3.7,470.0
14,10,dl_110085_h1,1.7,367.5
14,11,dl_110085_h1,3.3,430.0
14,12,dl_110085_h1,3.0,400.0
14,13,dl_110085_h1,1.0,350.0
14,14,dl_110085_h1,1.2,355.0
14,15,dl_110085_h1,2.1,377.5
14,16,dl_110085_h1,2.1,377.5
14,17,dl_110085_h1,0.7,335.0
14,18,dl_110085_h1,1.5,362.5
14,19,dl_110085_h1,1.9,372.5
14,20,dl_110085_h1,0.1,305.0
14,21,dl_110085_h1,1.6,365.0
14,22,dl_110085_h1,0.9,345.0
14,23,dl_110085_h1,1.3,357.5
14,24,dl_110085_h1,3.4,440.0
15,1,dl_110085_h1,3.7,470.0
15,2,dl_110085_h1,0.7,335.0
15,3,dl_110085_h1,1.9,372.5
15,4,dl_110085_h1,2.3,382.5
15,5,dl_110085_h1,1.9,372.5
15,6,dl_110085_h1,0.4,320.0
15,7,dl_110085_h1,0.9,345.0
15,8,dl_110085_h1,0.1,305.0
15,9,dl_110085_h1,3.0,400.0
15,10,dl_110085_h1,3.5,450.0
15,11,dl_110085_h1,1.7,367.5
15,12,dl_110085_h1,2.4,385.0
15,13,dl_110085_h1,2.9,397.5
15,14,dl_110085_h1,3.4,440.0
15,15,dl_110085_h1,0.9,345.0
15,16,dl_110085_h1,2.7,392.5
15,17,dl_110085_h1,4.0,500
15,18,dl_110085_h1,3.3,430.0
15,19,dl_110085_h1,1.3,357.5
15,20,dl_110085_h1,3.0,400.0
15,21,dl_110085_h1,1.3,357.5
15,22,dl_110085_h1,3.3,430.0
15,23,dl_110085_h1,1.9,372.5
15,24,dl_110085_h1,2.2,380.0
16,1,dl_110085_h1,0.8,340.0
16,2,dl_110085_h1,3.9,490.0
16,3,dl_110085_h1,1.5,362.5
16,4,dl_110085_h1,3.0,400.0
16,5,dl_110085_h1,4.0,500
16,6,dl_110085_h1,0.5,325.0
16,7,dl_110085_h1,3.1,410.0
16,8,dl_110085_h1,1.9,372.5
16,9,dl_110085_h1,0.9,345.0
16,10,dl_110085_h1,1.1,352.5
16,11,dl_110085_h1,0.7,335.0
16,12,dl_110085_h1,1.6,365.0
16,13,dl_110085_h1,2.2,380.0
16,14,dl_110085_h1,3.1,410.0
16,15,dl_110085_h1,4.0,500
16,16,dl_110085_h1,3.6,460.0
16,17,dl_110085_h1,1.6,365.0
16,18,dl_110085_h1,0.1,305.0
16,19,dl_110085_h1,2.2,380.0
16,20,dl_110085_h1,0.2,310.0
16,21,dl_110085_h1,2.6,390.0
16,22,dl_110085_h1,1.3,357.5
16,23,dl_110085_h1,2.2,380.0
16,24,dl_110085_h1,3.8,480.0
17,1,dl_110085_h1,3.8,480.0
17,2,dl_110085_h1,1.0,350.0
17,3,dl_110085_h1,3.7,470.0
17,4,dl_110085_h1,0.7,335.0
17,5,dl_110085_h1,1.2,355.0
17,6,dl_110085_h1,1.1,352.5
17,7,dl_110085_h1,0.9,345.0
17,8,dl_110085_h1,2.4,385.0
17,9,dl_110085_h1,2.9,397.5
17,10,dl_110085_h1,2.8,395.0
17,11,dl_110085_h1,2.6,390.0
17,12,dl_110085_h1,2.5,387.5
17,13,dl_110085_h1,0.9,345.0
17,14,dl_110085_h1,2.4,385.0
17,15,dl_110085_h1,0.7,335.0
17,16,dl_110085_h1,0.8,340.0
17,17,dl_110085_h1,1.9,372.5
17,18,dl_110085_h1,2.8,395.0
17,19,dl_110085_h1,1.0,350.0
17,20,dl_110085_h1,3.3,430.0
17,21,dl_110085_h1,1.4,360.0
17,22,dl_110085_h1,1.1,352.5
17,23,dl_110085_h1,1.2,355.0
17,24,dl_110085_h1,1.0,350.0
18,1,dl_110085_h1,2.3,382.5
18,2,dl_110085_h1,3.3,430.0
18,3,dl_110085_h1,1.2,355.0
18,4,dl_110085_h1,3.8,480.0
18,5,dl_110085_h1,0.1,305.0
18,6,dl_110085_h1,2.9,397.5
18,7,dl_110085_h1,1.3,357.5
18,8,dl_110085_h1,0.7,335.0
18,9,dl_110085_h1,1.9,372.5
18,10,dl_110085_h1,0.1,305.0
18,11,dl_110085_h1,2.9,397.5
18,12,dl_110085_h1,0.8,340.0
18,13,dl_110085_h1,1.8,370.0
18,14,dl_110085_h1,1.1,352.5
18,15,dl_110085_h1,0.4,320.0
18,16,dl_110085_h1,0.2,310.0
18,17,dl_110085_h1,3.7,470.0
18,18,dl_110085_h1,1.8,370.0
18,19,dl_110085_h1,0.3,315.0
18,20,dl_110085_h1,2.7,392.5
18,21,dl_110085_h1,0.5,325.0
18,22,dl_110085_h1,2.8,395.0
18,23,dl_110085_h1,3.4,440.0
18,24,dl_110085_h1,1.2,355.0
19,1,dl_110085_h1,2.8,395.0
19,2,dl_110085_h1,2.8,395.0
19,3,dl_110085_h1,2.0,375.0
19,4,dl_110085_h1,3.9,490.0
19,5,dl_110085_h1,2.8,395.0
19,6,dl_110085_h1,1.4,360.0
19,7,dl_110085_h1,3.2,420.0
19,8,dl_110085_h1,1.9,372.5
19,9,dl_110085_h1,2.8,395.0
19,10,dl_110085_h1,3.6,460.0
19,11,dl_110085_h1,1.1,352.5
19,12,dl_110085_h1,1.9,372.5
19,13,dl_110085_h1,1.6,365.0
19,14,dl_110085_h1,2.7,392.5
19,15,dl_110085_h1,0.4,320.0
19,16,dl_110085_h1,3.0,400.0
19,17,dl_110085_h1,3.2,420.0
19,18,dl_110085_h1,1.6,365.0
19,19,dl_110085_h1,0.8,340.0
19,20,dl_110085_h1,2.1,377.5
19,21,dl_110085_h1,1.2,355.0
19,22,dl_110085_h1,3.9,490.0
19,23,dl_110085_h1,2.3,382.5
19,24,dl_110085_h1,3.7,470.0
20,1,dl_110085_h1,2.0,375.0
20,2,dl_110085_h1,0.7,335.0
20,3,dl_110085_h1,0.1,305.0
20,4,dl_110085_h1,3.2,420.0
20,5,dl_110085_h1,1.7,367.5
20,6,dl_110085_h1,0.2,310.0
20,7,dl_110085_h1,3.1,410.0
20,8,dl_110085_h1,1.0,350.0
20,9,dl_110085_h1,0.7,335.0
20,10,dl_110085_h1,2.1,377.5
20,11,dl_110085_h1,2.0,375.0
20,12,dl_110085_h1,0.1,305.0
20,13,dl_110085_h1,2.8,395.0
20,14,dl_110085_h1,1.0,350.0
20,15,dl_110085_h1,1.4,360.0
20,16,dl_110085_h1,3.0,400.0
20,17,dl_110085_h1,2.9,397.5
20,18,dl_110085_h1,1.3,357.5
20,19,dl_110085_h1,3.9,490.0
20,20,dl_110085_h1,2.4,385.0
20,21,dl_110085_h1,4.0,500
20,22,dl_110085_h1,0.2,310.0
20,23,dl_110085_h1,1.6,365.0
20,24,dl_110085_h1,2.1,377.5
21,1,dl_110085_h1,3.3,430.0
21,2,dl_110085_h1,1.8,370.0
21,3,dl_110085_h1,2.2,380.0
21,4,dl_110085_h1,2.3,382.5
21,5,dl_110085_h1,2.0,375.0
21,6,dl_110085_h1,2.7,392.5
21,7,dl_110085_h1,1.9,372.5
21,8,dl_110085_h1,1.6,365.0
21,9,dl_110085_h1,0.7,335.0
21,10,dl_110085_h1,1.8,370.0
21,11,dl_110085_h1,0.8,340.0
21,12,dl_110085_h1,0.9,345.0
21,13,dl_110085_h1,0.2,310.0
21,14,dl_110085_h1,0.1,305.0
21,15,dl_110085_h1,0.3,315.0
21,16,dl_110085_h1,2.1,377.5
21,17,dl_110085_h1,2.5,387.5
21,18,dl_110085_h1,0.1,305.0
21,19,dl_110085_h1,3.5,450.0
21,20,dl_110085_h1,2.5,387.5
21,21,dl_110085_h1,3.4,440.0
21,22,dl_110085_h1,3.2,420.0
21,23,dl_110085_h1,3.1,410.0
21,24,dl_110085_h1,2.7,392.5
22,1,dl_110085_h1,2.6,390.0
22,2,dl_110085_h1,1.6,365.0
22,3,dl_110085_h1,3.3,430.0
22,4,dl_110085_h1,3.2,420.0
22,5,dl_110085_h1,0.1,305.0
22,6,dl_110085_h1,0.5,325.0
22,7,dl_110085_h1,1.5,362.5
22,8,dl_110085_h1,0.1,305.0
22,9,dl_110085_h1,3.2,420.0
22,10,dl_110085_h1,0.9,345.0
22,11,dl_110085_h1,1.2,355.0
22,12,dl_110085_h1,3.3,430.0
22,13,dl_110085_h1,0.6,330.0
22,14,dl_110085_h1,3.1,410.0
22,15,dl_110085_h1,3.0,400.0
22,16,dl_110085_h1,2.3,382.5
22,17,dl_110085_h1,1.1,352.5
22,18,dl_110085_h1,3.5,450.0
22,19,dl_110085_h1,1.8,370.0
22,20,dl_110085_h1,1.8,370.0
22,21,dl_110085_h1,1.6,365.0
22,22,dl_110085_h1,0.6,330.0
22,23,dl_110085_h1,1.2,355.0
22,24,dl_110085_h1,3.0,400.0
23,1,dl_110085_h1,0.9,345.0
23,2,dl_110085_h1,0.1,305.0
23,3,dl_110085_h1,2.9,397.5
23,4,dl_110085_h1,0.1,305.0
23,5,dl_110085_h1,2.8,395.0
23,6,dl_110085_h1,3.1,410.0
23,7,dl_110085_h1,1.7,367.5
23,8,dl_110085_h1,1.8,370.0
23,9,dl_110085_h1,0.9,345.0
23,10,dl_110085_h1,2.6,390.0
23,11,dl_110085_h1,3.5,450.0
23,12,dl_110085_h1,2.2,380.0
23,13,dl_110085_h1,2.0,375.0
23,14,dl_110085_h1,3.4,440.0
23,15,dl_110085_h1,0.3,315.0
23,16,dl_110085_h1,0.2,310.0
23,17,dl_110085_h1,0.8,340.0
23,18,dl_110085_h1,1.4,360.0
23,19,dl_110085_h1,3.7,470.0
23,20,dl_110085_h1,4.0,500
23,21,dl_110085_h1,3.7,470.0
23,22,dl_110085_h1,2.9,397.5
23,23,dl_110085_h1,3.3,430.0
23,24,dl_110085_h1,3.4,440.0
24,1,dl_110085_h1,0.3,315.0
24,2,dl_110085_h1,0.7,335.0
24,3,dl_110085_h1,2.7,392.5
24,4,dl_110085_h1,1.5,362.5
24,5,dl_110085_h1,2.0,375.0
24,6,dl_110085_h1,1.7,367.5
24,7,dl_110085_h1,3.4,440.0
24,8,dl_110085_h1,0.7,335.0
24,9,dl_110085_h1,1.2,355.0
24,10,dl_110085_h1,1.1,352.5
24,11,dl_110085_h1,2.9,397.5
24,12,dl_110085_h1,3.5,450.0
24,13,dl_110085_h1,1.8,370.0
24,14,dl_110085_h1,3.4,440.0
24,15,dl_110085_h1,0.2,310.0
24,16,dl_110085_h1,1.9,372.5
24,17,dl_110085_h1,3.6,460.0
24,18,dl_110085_h1,2.4,385.0
24,19,dl_110085_h1,0.1,305.0
24,20,dl_110085_h1,0.1,305.0
24,21,dl_110085_h1,1.2,355.0
24,22,dl_110085_h1,1.9,372.5
24,23,dl_110085_h1,0.1,305.0
24,24,dl_110085_h1,0.6,330.0
25,1,dl_110085_h1,0.7,335.0
25,2,dl_110085_h1,3.6,460.0
25,3,dl_110085_h1,1.1,352.5
25,4,dl_110085_h1,3.7,470.0
25,5,dl_110085_h1,1.5,362.5
25,6,dl_110085_h1,0.9,345.0
25,7,dl_110085_h1,1.4,360.0
25,8,dl_110085_h1,0.1,305.0
25,9,dl_110085_h1,0.6,330.0
25,10,dl_110085_h1,0.1,305.0
25,11,dl_110085_h1,1.6,365.0
25,12,dl_110085_h1,0.8,340.0
25,13,dl_110085_h1,2.1,377.5
25,14,dl_110085_h1,0.9,345.0
25,15,dl_110085_h1,2.1,377.5
25,16,dl_110085_h1,1.2,355.0
25,17,dl_110085_h1,0.6,330.0
25,18,dl_110085_h1,3.1,410.0
25,19,dl_110085_h1,0.4,320.0
25,20,dl_110085_h1,0.2,310.0
25,21,dl_110085_h1,0.4,320.0
25,22,dl_110085_h1,3.8,480.0
25,23,dl_110085_h1,3.8,480.0
25,24,dl_110085_h1,2.8,395.0
26,1,dl_110085_h1,3.4,440.0
26,2,dl_110085_h1,0.4,320.0
26,3,dl_110085_h1,0.4,320.0
26,4,dl_110085_h1,0.1,305.0
26,5,dl_110085_h1,2.1,377.5
26,6,dl_110085_h1,1.7,367.5
26,7,dl_110085_h1,2.0,375.0
26,8,dl_110085_h1,3.5,450.0
26,9,dl_110085_h1,0.9,345.0
26,10,dl_110085_h1,0.5,325.0
26,11,dl_110085_h1,2.8,395.0
26,12,dl_110085_h1,3.9,490.0
26,13,dl_110085_h1,1.9,372.5
26,14,dl_110085_h1,3.6,460.0
26,15,dl_110085_h1,1.1,352.5
26,16,dl_110085_h1,1.9,372.5
26,17,dl_110085_h1,1.0,350.0
26,18,dl_110085_h1,1.5,362.5
26,19,dl_110085_h1,1.4,360.0
26,20,dl_110085_h1,1.2,355.0
26,21,dl_110085_h1,2.9,397.5
26,22,dl_110085_h1,1.7,367.5
26,23,dl_110085_h1,2.4,385.0
26,24,dl_110085_h1,0.2,310.0
27,1,dl_110085_h1,1.8,370.0
27,2,dl_110085_h1,0.1,305.0
27,3,dl_110085_h1,3.6,460.0
27,4,dl_110085_h1,3.4,440.0
27,5,dl_110085_h1,3.7,470.0
27,6,dl_110085_h1,0.1,305.0
27,7,dl_110085_h1,2.8,395.0
27,8,dl_110085_h1,0.5,325.0
27,9,dl_110085_h1,2.0,375.0
27,10,dl_110085_h1,0.7,335.0
27,11,dl_110085_h1,3.1,410.0
27,12,dl_110085_h1,0.7,335.0
27,13,dl_110085_h1,3.2,420.0
27,14,dl_110085_h1,1.1,352.5
27,15,dl_110085_h1,0.1,305.0
27,16,dl_110085_h1,1.9,372.5
27,17,dl_110085_h1,0.1,305.0
27,18,dl_110085_h1,4.0,500
27,19,dl_110085_h1,1.8,370.0
27,20,dl_110085_h1,0.7,335.0
27,21,dl_110085_h1,3.8,480.0
27,22,dl_110085_h1,1.1,352.5
27,23,dl_110085_h1,2.4,385.0
27,24,dl_110085_h1,2.9,397.5
28,1,dl_110085_h1,3.1,410.0
28,2,dl_110085_h1,3.4,440.0
28,3,dl_110085_h1,0.2,310.0
28,4,dl_110085_h1,1.1,352.5
28,5,dl_110085_h1,3.4,440.0
28,6,dl_110085_h1,2.6,390.0
28,7,dl_110085_h1,0.4,320.0
28,8,dl_110085_h1,4.0,500
28,9,dl_110085_h1,3.2,420.0
28,10,dl_110085_h1,0.8,340.0
28,11,dl_110085_h1,2.9,397.5
28,12,dl_110085_h1,0.4,320.0
28,13,dl_110085_h1,2.5,387.5
28,14,dl_110085_h1,3.6,460.0
28,15,dl_110085_h1,1.3,357.5
28,16,dl_110085_h1,2.6,390.0
28,17,dl_110085_h1,2.3,382.5
28,18,dl_110085_h1,0.1,305.0
28,19,dl_110085_h1,1.3,357.5
